ROLL,PITCH,YAW
-0.10477445188760957,1.4103453238991792,-1.5536893330254309
-0.03491526712520936,0.7077552087861083,-1.5291847904255738
-0.021276102864459807,0.44822303794584706,-1.52486799106183
-0.015652496906310584,0.34999671449597825,-1.5253594686215328
-0.0071786600405201835,0.18069380658478068,-1.5253674438756437
0.0410897098360086,-1.227522623147126,-1.5562803601695985
0.07385235338121468,-1.7436136400640574,-1.583806774513096
0.08865178220184566,-1.8444360334061218,-1.5960807479665065
0.09986729848237078,-1.9281521261341028,-1.6090263142094565
0.10792145687015305,-1.9823541265306421,-1.6194936686836632
0.11366112649792491,-2.033487287173609,-1.6299597306466147
0.1400602124890961,-2.087457809790491,-1.6555242851863678
0.1425463980406934,-2.18001678675313,-1.679734951188635
0.14486439817564808,-2.2100807421379685,-1.6902755306970456
0.14479818581397233,-2.2369844788396143,-1.6985173093085566
0.14533376947166968,-2.2501994747072858,-1.703462230585892
0.14626297773571423,-2.291074282001003,-1.7183225333276868
0.14615304754632485,-2.3184764789225842,-1.7277758457304353
0.1433858871091556,-2.343988500460848,-1.7338227893693827
0.14180860370543197,-2.3583152217924446,-1.737271981797265
0.12922067323001785,-2.4481114332302494,-1.75724782912373
0.13109411529599443,-2.521893228527078,-1.7932849325905604
0.13216570618951123,-2.558015998041996,-1.8137823746264228
0.10113719447560977,-2.6741592946599866,-1.8515442730122782
0.10120104321464059,-2.6595855333869673,-1.8728695374680595
0.06901985910515324,-2.7289757484325303,-1.8978064105860246
0.044406962770675976,-2.781573784255499,-1.9132233346145944
0.029112574329790645,-2.8121547963840747,-1.9233203525051676
0.05261820393892031,-2.7277157704319515,-1.9378981321873783
0.049494687228376834,-2.7128359784109306,-1.9465613531466035
0.047191580381545514,-2.7106366700967093,-1.963658704788198
0.04865445311498129,-2.7013305283754527,-1.9744069780702427
0.04799273763880581,-2.6966458599931142,-1.9820003274647826
0.04158247428675817,-2.7017908097919077,-1.9884025217662669
0.11603426686409758,-2.5344951575378003,-1.9602859610086072
0.15179466309008818,-2.452870095987156,-1.9348163682284465
0.16493309779252538,-2.4189803318729424,-1.9225226702787281
0.23219322075972085,-2.28113926814221,-1.8857144459522477
0.2663499613286426,-2.1918536941631053,-1.850379766242448
0.2756599531005552,-2.1642574408891266,-1.8386982994143777
0.27869431888985774,-2.1538136260731555,-1.8339703178452387
0.2788388358654667,-2.14251557112529,-1.8261536721566498
0.2809957643976195,-2.1247704743404174,-1.8159537178563367
0.28498411457691625,-2.1049092060127546,-1.8054717533838274
0.2889426133830945,-2.089051918410589,-1.798050435080088
