-14.0688,85.6528
-14.5967,85.6971
-14.1678,84.1748
-14.3488,80.0326
-14.0038,76.1941
-14.3077,71.6683
-14.731,67.2573
-15.5443,62.7658
-16.0018,58.7358
-15.4822,42.2175
-15.1113,39.1246
-14.6576,35.9087
-13.7381,32.6404
-12.8679,29.2847
-11.6378,25.8327
-10.2701,22.2649
-8.936,18.5119
-7.18497,15.2276
-5.29713,12.1176
-3.30189,8.74597
-1.11959,5.54273
1.34424,2.63456
4.06057,-0.234357
6.73457,-2.60775
9.95343,-5.0055
13.0459,-7.57051
16.129,-9.9043
19.3461,-12.1231
22.7091,-14.2488
26.2673,-16.2725
30.0331,-18.1372
33.9705,-19.5324
38.1282,-20.6626
42.265,-21.8423
46.5521,-22.8404
50.8776,-23.7406
55.3518,-24.4632
59.7704,-24.8911
64.3066,-25.3028
69.3053,-25.2867
73.9379,-25.2539
78.2926,-24.9035
82.8781,-24.5436
87.6148,-23.7241
92.313,-23.8704
96.6166,-24.9388
101.266,-27.4795
105.602,-30.05
108.835,-27.5501
111.251,-22.425
115.61,-18.7424
119.933,-16.5978
126.607,-14.8384
131.43,-11.9194
135.786,-8.84587
139.122,-5.43195
142.136,-2.77834
144.888,-0.625934
146.533,1.03811
147.86,2.67675
149.398,4.59576
152.109,6.79993
153.711,8.72795
154.716,11.0512
156.136,13.0558
156.898,15.6758
157.641,18.6371
157.524,22.0837
155.397,22.8705
156.906,25.2288
158.201,27.8168
158.662,29.4705
158.827,29.3991
155.568,34.4625
14.1903,-1.94453
14.4222,-2.31666
15.4926,-3.0871
17.5921,-4.39332
20.2316,-6.42205
23.1032,-8.81229
26.3904,-10.7126
30.0572,-11.6032
33.6792,-12.3173
37.7749,-12.5256
41.5582,-13.0984
45.3263,-13.6959
48.9412,-14.2396
53.3739,-13.732
56.8521,-13.7644
60.4814,-14.6264
64.0888,-12.9019
67.9848,-12.9383
72.597,-11.9492
76.5669,-11.6457
79.9673,-11.3915
83.3096,-10.7505
86.7458,-10.1131
89.5063,-10.4853
91.5282,-10.7631
93.9012,-11.0087
96.6022,-10.4378
98.909,-10.4552
101.201,-10.9899
104.045,-9.75517
108.335,-10.9588
113.292,-9.68792
117.429,-7.98473
121.619,-5.04472
124.129,-1.54133
127.226,0.578125
128.031,5.20436
129.028,8.78166
128.877,13.4325
128.461,17.2426
132.143,18.5351
130.518,23.1256
0.465889,68.1915
-0.278389,69.1413
-1.56486,71.509
-2.32684,72.9041
-3.02638,73.6693
-3.70444,74.2461
-4.61838,74.841
-5.25227,74.8466
-7.96428,73.5437
-8.93803,71.7469
-10.3098,68.4546
-10.1241,65.4112
-10.7172,61.2931
-10.3133,57.3696
-10.6113,53.8505
-11.0305,50.9034
-12.3771,47.9185
-13.9042,43.9147
-16.9623,36.1306
-20.2436,30.8844
-23.1153,25.4813
-23.5569,21.1642
-22.529,17.5778
-21.6498,14.2468
-19.9153,10.9208
-18.5911,6.75761
-17.4939,2.7711
-16.2825,-0.967624
-14.8079,-4.9892
-12.4484,-9.03807
-10.1489,-12.8888
-6.8445,-16.4503
-3.83203,-19.5779
-0.83338,-22.7302
2.75906,-25.211
6.05867,-27.9881
9.20084,-30.8921
12.4649,-33.8595
16.3137,-36.3292
20.5252,-37.7616
24.5914,-39.2973
28.547,-40.8063
32.8196,-41.8388
37.2149,-42.9506
41.6511,-43.9003
45.4728,-44.861
49.7865,-45.6775
54.1038,-46.5401
59.0181,-46.1284
64.3075,-45.8786
69.0959,-44.5299
73.7104,-44.1048
78.1537,-43.8246
83.2208,-42.949
88.0222,-42.3852
93.6316,-43.7582
98.3415,-44.5039
103.492,-44.802
108.837,-44.8643
112.817,-44.2232
116.082,-41.1133
119.13,-38.0332
122.876,-35.5792
124.854,-32.2396
125.183,-29.8527
126.402,-25.548
127.314,-22.7829
128.465,-20.2862
130.135,-16.974
132.873,-14.1949
135.042,-12.2735
136.547,-10.0908
137.27,-6.82862
139.187,-3.00118
142.163,0.599174
143.376,3.58371
143.072,5.48097
145.884,9.38713
146.734,14.5044
148.816,19.2903
150.811,23.9083
151.414,27.8191
152.665,32.6579
153.384,36.0309
152.494,40.3171
152.998,44.1529
154.599,49.0667
156.112,52.6485
156.088,55.0303
150.965,61.3609
150.032,66.4943
148.123,70.2899
145.807,73.846
143.329,76.7314
140.334,78.5209
137.114,80.7524
133.926,83.5638
131.112,84.8485
127.97,87.8357
125.179,89.492
121.856,91.8651
118.034,92.2417
113.078,92.898
108.86,93.2904
105.202,94.2253
101.509,95.1278
97.2092,95.8909
92.7072,96.5302
87.9368,97.4647
83.9345,97.9221
79.4466,97.8347
74.2953,97.9285
68.3164,96.2553
63.1906,95.661
58.0268,95.8587
52.3323,96.2108
47.6382,96.1509
