GESTURE_STOP
-0.59,0.67,1.24,262.54,20.75,160.83,-120.28,-97.48,-391.65
-0.05,0.02,1.24,-98.37,-63.91,-5.15,-163.93,-146.95,-364.35
0.18,0.76,0.72,-10.57,11.91,-19.06,-212.43,-119.80,-359.10
0.07,0.74,0.70,-5.84,-7.29,2.64,-212.43,-118.83,-359.10
0.09,0.73,0.69,0.90,0.23,6.26,-212.43,-117.85,-355.95
0.10,0.72,0.70,0.56,-0.54,2.37,-214.37,-114.94,-360.15
