GESTURE_START_MIC
-1.05,-2.13,0.40,173.08,-176.33,253.98,-163.93,445.71,-127.05
-0.29,-0.74,0.08,65.18,-107.81,290.30,74.69,223.59,-346.50
0.47,-0.16,0.70,39.44,-28.44,95.58,-15.52,131.44,-404.25
0.30,0.09,0.96,1.18,-0.05,-2.71,-12.61,110.09,-409.50
0.25,0.10,0.95,2.78,-3.74,-1.25,-20.37,111.06,-412.65
0.24,0.11,0.98,3.27,-1.31,1.67,-18.43,111.06,-411.60
