GESTURE_WALKING
0.08,-0.98,0.17,-0.63,4.68,-10.85,-249.29,400.13,-128.10
-0.37,-0.77,0.14,-19.76,83.43,-24.63,-277.42,381.69,-131.25
-0.25,-1.80,0.06,13.29,-28.02,293.63,-110.58,460.26,-94.50
0.10,-0.60,0.03,11.06,4.12,-30.61,175.57,373.94,-140.70
-0.26,-1.69,0.15,-16.70,34.45,-265.32,-169.75,429.22,-134.40
-0.54,-0.88,0.22,0.00,-30.80,-56.00,-370.54,288.57,-153.30
