GESTURE_CIRCLE
-0.31,0.87,0.41,8.42,38.14,10.43,-77.60,-179.94,-361.20
0.70,0.98,1.08,121.32,-22.80,67.20,-127.07,-218.73,-341.25
0.28,0.41,0.24,49.53,-113.31,-41.25,-234.74,-361.32,-168.00
-0.21,0.63,-0.03,-58.16,-98.14,-57.04,-206.61,-396.25,-86.10
-0.71,1.05,0.52,-169.74,47.11,-22.26,-154.23,-282.75,-285.60
-0.27,1.15,1.12,-6.75,119.18,137.39,-53.35,-111.06,-383.25
